"MMT","MY","MileGrpATC","prob_rate"
"Chevrolet Trax",2018,3,0.011277081913652
"Chevrolet Trax",2019,1,0.00842614236981355
"Chevrolet Trax",2019,2,0.0261165379393608
"Chevrolet Trax",2019,3,0.0108900689487723
"Chevrolet Trax",2020,1,0.0111921733771576
"Chevrolet Trax",2020,2,0.0129863131046089
"Chevrolet Trax",2020,3,0.013047956597081
"Chevrolet Volt",2018,1,0.0033209600668682
"Chevrolet Volt",2018,2,0.00365330686237093
"Chevrolet Volt",2018,3,0.00439062140607021
"Chevrolet Volt",2019,1,0.00700744205416746
"Chevrolet Volt",2019,2,0.00586172876384304
"Chevrolet Volt",2019,3,0.00722159178421971
"GMC Acadia/Saturn Outlook",2018,1,0.00392438649584885
"GMC Acadia/Saturn Outlook",2018,2,0.00323599422328241
"GMC Acadia/Saturn Outlook",2018,3,0.00390756036793702
"GMC Acadia/Saturn Outlook",2019,1,0.00343123651032109
"GMC Acadia/Saturn Outlook",2019,2,0.00307896342671177
"GMC Acadia/Saturn Outlook",2019,3,0.0035949034607437
"GMC Acadia/Saturn Outlook",2020,1,0.00488381763549251
"GMC Acadia/Saturn Outlook",2020,2,0.00530603225242516
"GMC Acadia/Saturn Outlook",2020,3,0.00652501967467737
"Chrysler 300",2018,1,0.00846844730963407
"Chrysler 300",2018,2,0.00639743656804518
"Chrysler 300",2018,3,0.00806685054623206
"Chrysler 300",2019,1,0.00719319863155461
"Chrysler 300",2019,2,0.00713076166484687
"Chrysler 300",2019,3,0.00745912715682611
"Chrysler 300",2020,1,0.0182127058169816
"Chrysler 300",2020,3,0.0160139864944823
"Chrysler Aspen/Dodge Durango",2018,1,0.0059410222110647
"Chrysler Aspen/Dodge Durango",2018,2,0.00609735058095683
"Chrysler Aspen/Dodge Durango",2018,3,0.00514723348053989
"Chrysler Aspen/Dodge Durango",2019,1,0.00778038065133795
"Chrysler Aspen/Dodge Durango",2019,2,0.00681713786307938
"Chrysler Aspen/Dodge Durango",2019,3,0.00982581065729743
"Chrysler Aspen/Dodge Durango",2020,1,0.00855702706660924
"Chrysler Aspen/Dodge Durango",2020,2,0.00932160753544052
"Chrysler Aspen/Dodge Durango",2020,3,0.00993959959706625
"Chrysler Pacifica",2018,1,0.00235137102201515
"Chrysler Pacifica",2018,2,0.00216901267326824
"Chrysler Pacifica",2018,3,0.00968306599327877
"Chrysler Pacifica",2019,1,0.00483937744636107
"Chrysler Pacifica",2019,2,0.00358424145016836
"Chrysler Pacifica",2019,3,0.0109647072071576
"Chrysler Pacifica",2020,1,0.0136305601100058
"Chrysler Pacifica",2020,2,0.00601366850808343
"Chrysler Pacifica",2020,3,0.00673626821544163
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2018,1,0.0439602925711665
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2018,2,0.0262290951894116
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2018,3,0.0375207272826837
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2019,1,0.0254419608077226
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2019,2,0.0157303346925156
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2019,3,0.0119985857543747
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2020,1,0.0291815729874233
"Chrysler Town & Country/Dodge Grand Caravan/Chrysler Voyager/Dodge Caravan",2020,3,0.0254159832960362
"Dodge Challenger",2018,1,0.00632756957686251
"Dodge Challenger",2018,2,0.00754818628887691
"Dodge Challenger",2018,3,0.00744358183472064
"Dodge Challenger",2019,1,0.00664840955034866
"Dodge Challenger",2019,2,0.00867311211478986
"Dodge Challenger",2019,3,0.0092335083098994
"Dodge Challenger",2020,1,0.0114596500722484
"Dodge Challenger",2020,2,0.0119442577053873
"Dodge Challenger",2020,3,0.01264217940786
"Dodge Charger",2018,1,0.00741743250452344
"Dodge Charger",2018,2,0.00758580999765771
"Dodge Charger",2018,3,0.00778893695694834
"Dodge Charger",2019,1,0.00766207427699735
"Dodge Charger",2019,2,0.00985775904944272
"Dodge Charger",2019,3,0.0101894317944527
"Dodge Charger",2020,1,0.0187909469723035
"Dodge Charger",2020,2,0.0197682564566137
"Dodge Ram 1500/Ram 1500",2018,1,0.00389332830667341
"Dodge Ram 1500/Ram 1500",2018,2,0.00283322010317955
"Dodge Ram 1500/Ram 1500",2018,3,0.0104598793935626
"Dodge Ram 1500/Ram 1500",2019,1,0.00866435277133894
"Dodge Ram 1500/Ram 1500",2019,2,0.00556020977500014
"Dodge Ram 1500/Ram 1500",2019,3,0.0179097537457311
"Dodge Ram 1500/Ram 1500",2020,1,0.00296506518120883
"Dodge Ram 1500/Ram 1500",2020,2,0.00939797485783685
"Dodge Ram 1500/Ram 1500",2020,3,0.00385758022814775
"Dodge Ram 2500/Ram 2500",2018,1,0.00572348765504768
"Dodge Ram 2500/Ram 2500",2018,2,0.00702060294827648
"Dodge Ram 2500/Ram 2500",2018,3,0.0170292909203256
"Dodge Ram 2500/Ram 2500",2019,1,0.00592233984679259
"Dodge Ram 2500/Ram 2500",2019,2,0.00647031820968612
"Dodge Ram 2500/Ram 2500",2019,3,0.00642996261524428
"Dodge Ram 2500/Ram 2500",2020,1,0.0124908147496487
"Dodge Ram 2500/Ram 2500",2020,2,0.0105964313234196
"Dodge Ram 2500/Ram 2500",2020,3,0.0130619199646955
"Dodge Ram 3500/Ram 3500",2018,1,0.00648583399541921
"Dodge Ram 3500/Ram 3500",2018,2,0.00766037620157155
"Dodge Ram 3500/Ram 3500",2018,3,0.00770447696329849
"Dodge Ram 3500/Ram 3500",2019,1,0.00738045872050936
"Dodge Ram 3500/Ram 3500",2019,2,0.00770948470027251
"Dodge Ram 3500/Ram 3500",2019,3,0.00845969159665723
"Dodge Ram 3500/Ram 3500",2020,1,0.012238925814476
"Dodge Ram 3500/Ram 3500",2020,2,0.0101884077329772
"Ram 1500 Classic",2019,1,0.00614978793583457
"Ram 1500 Classic",2019,2,0.00576494143069319
"Ram 1500 Classic",2019,3,0.00545218353224839
"Ram 1500 Classic",2020,1,0.0182257851171606
"Ram 1500 Classic",2020,2,0.0174920974187579
"Ram 1500 Classic",2020,3,0.0175296516718326
"Ford EcoSport",2018,1,0.0362310165098472
"Ford EcoSport",2018,2,0.0258547569344547
"Ford EcoSport",2018,3,0.0434535509573163
"Ford EcoSport",2019,1,0.0172382224507425
"Ford EcoSport",2019,2,0.0432501038989697
"Ford EcoSport",2019,3,0.0224370731501486
"Ford EcoSport",2020,1,0.0264018979116881
"Ford EcoSport",2020,2,0.0314349374400072
"Ford Edge",2018,1,0.00826495867331435
"Ford Edge",2018,2,0.00742847287595199
"Ford Edge",2018,3,0.0085425555859756
"Ford Edge",2019,1,0.00719474928758709
"Ford Edge",2019,2,0.00614972873689427
"Ford Edge",2019,3,0.0126168091265778
"Ford Edge",2020,1,0.00343551829260047
"Ford Edge",2020,2,0.00446739845692303
"Ford Edge",2020,3,0.00537568583810583
"Ford Escape/Mazda Tribute/Mercury Mariner",2018,1,0.00140975977362222
"Ford Escape/Mazda Tribute/Mercury Mariner",2018,2,0.00925778792333133
"Ford Escape/Mazda Tribute/Mercury Mariner",2018,3,0.00175762377977828
"Ford Escape/Mazda Tribute/Mercury Mariner",2019,1,0.00174183722512139
"Ford Escape/Mazda Tribute/Mercury Mariner",2019,2,0.00159679021299293
"Ford Escape/Mazda Tribute/Mercury Mariner",2019,3,0.00218088399257695
"Ford Escape/Mazda Tribute/Mercury Mariner",2020,1,0.00233577386219259
"Ford Escape/Mazda Tribute/Mercury Mariner",2020,2,0.00262514734744475
"Ford Escape/Mazda Tribute/Mercury Mariner",2020,3,0.0110309966587233
"Ford Expedition",2018,1,0.00951274187346814
"Ford Expedition",2018,2,0.00696382794062268
"Ford Expedition",2018,3,0.0262151941272383
"Ford Expedition",2019,1,0.00477686810509092
"Ford Expedition",2019,2,0.00513892863962733
"Ford Expedition",2019,3,0.00528782828684834
"Ford Expedition",2020,1,0.00918105981837308
"Ford Expedition",2020,2,0.00950129453917485
"Ford Expedition",2020,3,0.0100288900037131
"Ford Explorer/Mercury Mountaineer",2018,1,0.00349243748037822
"Ford Explorer/Mercury Mountaineer",2018,2,0.00245473546880722
"Ford Explorer/Mercury Mountaineer",2018,3,0.00808767983328364
"Ford Explorer/Mercury Mountaineer",2019,1,0.00543437462344643
"Ford Explorer/Mercury Mountaineer",2019,2,0.00487465232577821
"Ford Explorer/Mercury Mountaineer",2019,3,0.0142861956646256
"Ford Explorer/Mercury Mountaineer",2020,1,0.00523454194668657
"Ford Explorer/Mercury Mountaineer",2020,2,0.0149648523956496
"Ford Explorer/Mercury Mountaineer",2020,3,0.0246669097174705
"Ford F-150",2018,1,0.0223760541792182
"Ford F-150",2018,2,0.0180296120981413
"Ford F-150",2018,3,0.0277220864998488
"Ford F-150",2019,1,0.00121877886351232
"Ford F-150",2019,2,0.00711541035911547
"Ford F-150",2019,3,0.00586352445980319
"Ford F-150",2020,1,0.00987860834866726
"Ford F-150",2020,2,0.00439089670115116
"Ford F-150",2020,3,0.00566805786385541
"Ford F-250",2018,1,0.00677799992223931
"Ford F-250",2018,2,0.00530523792781269
"Ford F-250",2018,3,0.00536711037916564
"Ford F-250",2019,1,0.00650637573807902
"Ford F-250",2019,2,0.00604874090885287
"Ford F-250",2019,3,0.015323393579662
"Ford F-250",2020,1,0.00766148609621332
"Ford F-250",2020,2,0.00797387349705247
"Ford F-250",2020,3,0.00879013090971574
"Ford F-350",2018,1,0.0155654336377388
"Ford F-350",2018,2,0.0109508227273364
"Ford F-350",2018,3,0.0308087326358689
"Ford F-350",2019,1,0.0200364869192938
"Ford F-350",2019,2,0.00833648213965206
"Ford F-350",2019,3,0.00903376330512782
"Ford F-350",2020,1,0.0127160697873175
"Ford F-350",2020,2,0.0124611163344295
"Ford F-350",2020,3,0.0161172217632178
"Ford Flex",2018,1,0.0189416721978943
"Ford Flex",2018,2,0.0174169270301777
"Ford Flex",2018,3,0.0351138622795619
"Ford Flex",2019,1,0.0262249531591173
"Ford Flex",2019,2,0.0134211353211445
"Ford Flex",2019,3,0.011177679743627
"Ford Focus",2018,1,0.00497889753244377
"Ford Focus",2018,2,0.0121281429711788
"Ford Focus",2018,3,0.00738059557432356
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2018,1,0.0031295604510916
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2018,2,0.00316514431850672
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2018,3,0.00955481465210328
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2019,1,0.00240775983994855
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2019,2,0.00299244364206699
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2019,3,0.00262123337995627
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2020,1,0.00472297060945187
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2020,2,0.00484859327917296
"Ford Fusion/Ford Fusion Hybrid/Mercury Milan",2020,3,0.00573867418656152
"Ford Mustang",2018,1,0.0210315818597968
"Ford Mustang",2018,2,0.0322987432929941
"Ford Mustang",2018,3,0.0483415169016759
"Ford Mustang",2019,1,0.0220279808699414
"Ford Mustang",2019,2,0.00825680983571198
"Ford Mustang",2019,3,0.0113151129664865
"Ford Mustang",2020,1,0.0111934743871154
"Ford Mustang",2020,2,0.0159573905952646
"Ford Mustang",2020,3,0.0160077901855579
"Ford Ranger/Mazda B-Series",2019,1,0.00663252783324536
"Ford Ranger/Mazda B-Series",2019,2,0.00444039637464255
"Ford Ranger/Mazda B-Series",2019,3,0.0154056116530315
"Ford Ranger/Mazda B-Series",2020,1,0.00492060259196987
"Ford Ranger/Mazda B-Series",2020,2,0.00641633512062179
"Ford Ranger/Mazda B-Series",2020,3,0.00716989778891559
"Ford Taurus/Mercury Sable",2018,1,0.00833419714764418
"Ford Taurus/Mercury Sable",2018,2,0.00821756850683562
"Ford Taurus/Mercury Sable",2018,3,0.00912979246593063
"Ford Taurus/Mercury Sable",2019,1,0.0157612873500683
"Ford Taurus/Mercury Sable",2019,2,0.0141308476197979
"Ford Taurus/Mercury Sable",2019,3,0.0129952866069991
"Genesis G70",2019,1,0.00477396406442195
"Genesis G70",2019,2,0.00596661993329372
"Genesis G70",2019,3,0.0072324412619666
"Genesis G70",2020,1,0.00855242583703525
"Genesis G70",2020,2,0.00888573592051821
"Genesis G70",2020,3,0.010182568021963
"Genesis G80",2018,1,0.00388720678680754
"Genesis G80",2018,2,0.00304941032090391
"Genesis G80",2018,3,0.00384539124902717
"Genesis G80",2019,1,0.00415512293608001
"Genesis G80",2019,2,0.00449807555515555
"Genesis G80",2019,3,0.00605998132557126
"Genesis G80",2020,1,0.0071926491494989
"Genesis G80",2020,2,0.00729675786764353
"Genesis G80",2020,3,0.00771973341263806
"Genesis G90",2018,1,0.0090349821250607
"Genesis G90",2018,2,0.00860197615491542
"Genesis G90",2018,3,0.0103245013649791
"Genesis G90",2019,1,0.0138641108550395
"Genesis G90",2019,2,0.0135377549503062
"Genesis G90",2019,3,0.0147319035916409
"Genesis G90",2020,1,0.024216036708027
"Genesis G90",2020,2,0.0586759021575193
"Honda Accord/Honda Accord Hybrid",2018,1,0.00548063013792962
"Honda Accord/Honda Accord Hybrid",2018,2,0.00891518564920396
"Honda Accord/Honda Accord Hybrid",2018,3,0.00146602885715749
"Honda Accord/Honda Accord Hybrid",2019,1,0.00482406707950982
"Honda Accord/Honda Accord Hybrid",2019,2,0.00912437961420122
"Honda Accord/Honda Accord Hybrid",2019,3,0.00756092237531618
"Honda Accord/Honda Accord Hybrid",2020,1,0.00212448637705675
"Honda Accord/Honda Accord Hybrid",2020,2,0.00231684421294613
"Honda Accord/Honda Accord Hybrid",2020,3,0.0039220626562962
"Honda CR-V",2018,1,0.00757440506560427
"Honda CR-V",2018,2,0.00533267322326071
"Honda CR-V",2018,3,0.00571447819191624
"Honda CR-V",2019,1,0.00221385910584699
"Honda CR-V",2019,2,0.000486397730486507
"Honda CR-V",2019,3,0.00324938245141178
"Honda CR-V",2020,1,0.00335613465156428
"Honda CR-V",2020,2,0.0014139553796231
"Honda CR-V",2020,3,0.00210785519822006
"Honda Civic/Honda Civic Hybrid",2018,1,0.00516987425450692
"Honda Civic/Honda Civic Hybrid",2018,2,0.00215239244110556
"Honda Civic/Honda Civic Hybrid",2018,3,0.00249900325082843
"Honda Civic/Honda Civic Hybrid",2019,1,0.00179260808155713
"Honda Civic/Honda Civic Hybrid",2019,2,0.00670228419259126
"Honda Civic/Honda Civic Hybrid",2019,3,0.0094824984527902
"Honda Civic/Honda Civic Hybrid",2020,1,0.00253852277594204
"Honda Civic/Honda Civic Hybrid",2020,2,0.00304192712497113
"Honda Civic/Honda Civic Hybrid",2020,3,0.00414656442310179
"Honda Clarity",2018,1,0.00245616726648472
"Honda Clarity",2018,2,0.00232412364090468
"Honda Clarity",2018,3,0.00302009945076177
"Honda Clarity",2019,1,0.00701013752238102
"Honda Clarity",2019,2,0.00713879427499031
"Honda Clarity",2019,3,0.00758254960274301
"Honda Clarity",2020,1,0.0120717513919151
"Honda Clarity",2020,2,0.0119342626303168
"Honda Clarity",2020,3,0.0134413795256181
"Honda Fit",2018,1,0.00564625120034508
"Honda Fit",2018,2,0.015947449254044
"Honda Fit",2018,3,0.0204749724070582
"Honda Fit",2019,1,0.00313067022477619
"Honda Fit",2019,2,0.00378676834196366
"Honda Fit",2019,3,0.00480739990986565
"Honda Fit",2020,1,0.00843662103071813
"Honda Fit",2020,2,0.0103965691171211
"Honda Fit",2020,3,0.0114102823822499
"Honda HR-V",2018,1,0.00286199962610758
"Honda HR-V",2018,2,0.00325277338175375
"Honda HR-V",2018,3,0.00349647882357712
"Honda HR-V",2019,1,0.00203781657217943
"Honda HR-V",2019,2,0.00292542338541117
"Honda HR-V",2019,3,0.00400186988073547
"Honda HR-V",2020,1,0.00533314987462257
"Honda HR-V",2020,2,0.00663060420032244
"Honda HR-V",2020,3,0.00683115963610937
"Honda Insight",2019,1,0.0173334820096912
"Honda Insight",2019,2,0.0134391364463262
"Honda Insight",2019,3,0.00675631690714455
"Honda Insight",2020,1,0.00991552549720559
"Honda Insight",2020,2,0.0101790165565398
"Honda Insight",2020,3,0.0101023177035501
"Honda Odyssey",2018,1,0.0112835764277783
"Honda Odyssey",2018,2,0.00822855086659519
"Honda Odyssey",2018,3,0.0116314349142125
"Honda Odyssey",2019,1,0.00462063360569662
"Honda Odyssey",2019,2,0.012269330485091
"Honda Odyssey",2019,3,0.0073660434574739
"Honda Odyssey",2020,1,0.0139815549260056
"Honda Odyssey",2020,2,0.00472972395871433
"Honda Odyssey",2020,3,0.00690555441371878
"Honda Passport",2019,1,0.0135989968663384
"Honda Passport",2019,2,0.00518138016619995
"Honda Passport",2019,3,0.0169431478624859
"Honda Passport",2020,1,0.00747155254094436
"Honda Passport",2020,2,0.00961486874454118
"Honda Passport",2020,3,0.0107483214625231
"Honda Pilot",2018,1,0.00905571044353517
"Honda Pilot",2018,2,0.00197731125345309
"Honda Pilot",2018,3,0.00231401818844624
"Honda Pilot",2019,1,0.00268986622867527
"Honda Pilot",2019,2,0.0100036267110766
"Honda Pilot",2019,3,0.00167561917433054
"Honda Pilot",2020,1,0.00366033308673156
"Honda Pilot",2020,2,0.00321547054390835
"Honda Pilot",2020,3,0.0138877201120404
"Honda Ridgeline",2018,1,0.003439079782935
"Honda Ridgeline",2018,2,0.00288724001717457
"Honda Ridgeline",2018,3,0.012129457941094
"Honda Ridgeline",2019,1,0.0104189932157728
"Honda Ridgeline",2019,2,0.0181626181011352
"Honda Ridgeline",2019,3,0.0166661352703089
"Honda Ridgeline",2020,1,0.0101617547142662
"Honda Ridgeline",2020,2,0.00486906762996782
"Honda Ridgeline",2020,3,0.00724627367066018
"Hyundai Elantra",2018,1,0.00351612765583948
"Hyundai Elantra",2018,2,0.00305015251036745
"Hyundai Elantra",2018,3,0.0103247753346858
"Hyundai Elantra",2019,1,0.00450704686095063
"Hyundai Elantra",2019,2,0.00357008765974814
"Hyundai Elantra",2019,3,0.00554475871778819
"Hyundai Elantra",2020,1,0.00391662565671799
"Hyundai Elantra",2020,2,0.00511038184765384
"Hyundai Elantra",2020,3,0.00537387887733955
"Hyundai Elantra GT",2018,1,0.00576261084311508
"Hyundai Elantra GT",2018,2,0.00716904149178946
"Hyundai Elantra GT",2018,3,0.00737927094816046
"Hyundai Elantra GT",2019,1,0.00915689817383204
"Hyundai Elantra GT",2019,2,0.0123205565421797
"Hyundai Elantra GT",2019,3,0.0132199514506463
"Hyundai Elantra GT",2020,1,0.0122903452417252
"Hyundai Elantra GT",2020,2,0.0121203962873005
"Hyundai Elantra GT",2020,3,0.0124792825638689
"Hyundai Ioniq",2018,1,0.0124423818651813
"Hyundai Ioniq",2018,2,0.00888458808081001
"Hyundai Ioniq",2018,3,0.0235637109599972
"Hyundai Ioniq",2019,1,0.00688774688855652
"Hyundai Ioniq",2019,2,0.0178582266313038
"Hyundai Ioniq",2019,3,0.00919189694276356
"Hyundai Ioniq",2020,1,0.0111292723569266
"Hyundai Ioniq",2020,2,0.0139579997899081
"Hyundai Ioniq",2020,3,0.0130990939956795
"Hyundai Kona",2018,1,0.00430058815543605
"Hyundai Kona",2018,2,0.00454508703425818
"Hyundai Kona",2018,3,0.00609726513647412
"Hyundai Kona",2019,1,0.00369066972426677
"Hyundai Kona",2019,2,0.0121846783052155
"Hyundai Kona",2019,3,0.00509902739145509
"Hyundai Kona",2020,1,0.00311304725671758
"Hyundai Kona",2020,2,0.00369894378015534
"Hyundai Kona",2020,3,0.00451826375477982
"Hyundai Kona Electric",2019,1,0.00534279139036136
"Hyundai Kona Electric",2019,2,0.00516223963189249
"Hyundai Kona Electric",2019,3,0.00665618410296651
"Hyundai Kona Electric",2020,1,0.00709592465298626
"Hyundai Kona Electric",2020,2,0.00705036629184638
"Hyundai Kona Electric",2020,3,0.00942345274724393
"Hyundai Palisade",2020,1,0.0085279157226504
"Hyundai Palisade",2020,2,0.00224837321031606
"Hyundai Palisade",2020,3,0.00180539838590853
"Hyundai Santa Fe",2018,1,0.00528282875979468
"Hyundai Santa Fe",2018,2,0.00492765604875517
"Hyundai Santa Fe",2018,3,0.0257350315908413
"Hyundai Santa Fe",2019,1,0.00173279079709617
"Hyundai Santa Fe",2019,2,0.0014690454553364
"Hyundai Santa Fe",2019,3,0.00154592138269002
"Hyundai Santa Fe",2020,1,0.00306715581680913
"Hyundai Santa Fe",2020,2,0.00655624005265546
"Hyundai Santa Fe",2020,3,0.00274908829980797
"Hyundai Santa Fe Sport",2018,1,0.0021667871646643
"Hyundai Santa Fe Sport",2018,2,0.00206818885813058
"Hyundai Santa Fe Sport",2018,3,0.0016936494338194
"Hyundai Santa Fe XL",2019,1,0.00351144020719696
"Hyundai Santa Fe XL",2019,2,0.00421913509706467
"Hyundai Santa Fe XL",2019,3,0.00300113877694179
"Hyundai Sonata/Hyundai Sonata Hybrid",2018,1,0.00397492560984489
"Hyundai Sonata/Hyundai Sonata Hybrid",2018,2,0.0233140279773248
"Hyundai Sonata/Hyundai Sonata Hybrid",2018,3,0.012710549659
"Hyundai Sonata/Hyundai Sonata Hybrid",2019,1,0.00275720068775927
"Hyundai Sonata/Hyundai Sonata Hybrid",2019,2,0.00350232901392461
"Hyundai Sonata/Hyundai Sonata Hybrid",2019,3,0.00428779342176993
"Hyundai Sonata/Hyundai Sonata Hybrid",2020,1,0.0047173201385131
"Hyundai Sonata/Hyundai Sonata Hybrid",2020,2,0.00464108519231843
"Hyundai Sonata/Hyundai Sonata Hybrid",2020,3,0.00665289483993952
"Hyundai Tucson",2018,1,0.00395315306030223
"Hyundai Tucson",2018,2,0.00321035495069952
"Hyundai Tucson",2018,3,0.00365094271920689
"Hyundai Tucson",2019,1,0.00274125203247245
"Hyundai Tucson",2019,2,0.00291166874842942
"Hyundai Tucson",2019,3,0.00315266294043034
"Hyundai Tucson",2020,1,0.0139504490550056
"Hyundai Tucson",2020,2,0.00560330669924521
"Hyundai Tucson",2020,3,0.0072871546701517
"Infiniti Q50",2018,1,0.00782810098434951
"Infiniti Q50",2018,2,0.00615137056650513
"Infiniti Q50",2018,3,0.00832239690315291
"Infiniti Q50",2019,1,0.0106665177247487
"Infiniti Q50",2019,2,0.0234408262611794
"Infiniti Q50",2019,3,0.0106817467534987
"Infiniti Q50",2020,1,0.0134130481653121
"Infiniti Q50",2020,2,0.0118971241653783
"Infiniti Q50",2020,3,0.0128336465097633
"Infiniti Q60",2018,1,0.0095996413432533
"Infiniti Q60",2018,2,0.00832337809592431
"Infiniti Q60",2018,3,0.0106749124385696
"Infiniti Q60",2019,1,0.0100369210804411
"Infiniti Q60",2019,2,0.0110634764797749
"Infiniti Q60",2019,3,0.00990149687945644
"Infiniti Q60",2020,1,0.0145195562014176
